time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
180.8,12.15,122.8,61.4,0.3396017699115044247787610619469027
180.9,12.15,122.8,61.4,0.3394140409065782200110558319513543
181.0,12.15,122.8,61.4,0.3392265193370165745856353591160221
181.1,12.15,122.8,61.4,0.3390392048591938155715074544450580
181.2,12.15,122.8,61.4,0.3388520971302428256070640176600442
181.3,12.15,122.8,61.4,0.3386651958080529509100937672366244
181.4,12.15,122.8,61.4,0.3384785005512679162072767364939361
181.5,12.15,122.8,61.4,0.3382920110192837465564738292011019
181.6,12.15,122.8,61.4,0.3381057268722466960352422907488987
181.7,12.15,122.8,61.4,0.3379196477710511832691249312052834
181.8,12.15,122.8,61.4,0.3377337733773377337733773377337734
181.9,12.15,122.8,61.4,0.3375481033534909290819131390874107
182.0,12.15,122.8,61.4,0.3373626373626373626373626373626374
182.1,12.15,122.8,61.4,0.3371773750686436024162548050521691
182.2,12.15,122.8,61.4,0.3369923161361141602634467618002195
182.3,12.15,122.8,61.4,0.3368074602303894679100383982446517
182.4,12.15,122.8,61.4,0.3366228070175438596491228070175439
182.5,12.15,122.8,61.4,0.3364383561643835616438356164383562
182.6,12.15,122.8,61.4,0.3362541073384446878422782037239869
182.7,12.15,122.8,61.4,0.3360700602079912424740010946907499
182.8,12.15,122.8,61.4,0.3358862144420131291028446389496718
182.9,12.15,122.8,61.4,0.3357025697102241662110442864953527
183.0,12.15,122.8,61.4,0.3355191256830601092896174863387978
183.1,12.15,122.8,61.4,0.3353358820316766794101583833970508
183.2,12.15,122.8,61.4,0.3351528384279475982532751091703057
183.3,12.15,122.8,61.4,0.3349699945444626295690125477359520
183.4,12.15,122.8,61.4,0.3347873500545256270447110141766630
183.5,12.15,122.8,61.4,0.3346049046321525885558583106267030
183.6,12.15,122.8,61.4,0.3344226579520697167755991285403050
183.7,12.15,122.8,61.4,0.3342406096897114861186717474142624
183.8,12.15,122.8,61.4,0.3340587595212187159956474428726877
183.9,12.15,122.8,61.4,0.3338771071234366503534529635671561
184.0,12.15,122.8,61.4,0.3336956521739130434782608695652174
184.1,12.15,122.8,61.4,0.3335143943508962520369364475828354
184.2,12.15,122.8,61.4,0.3333333333333333333333333333333333
184.3,12.15,122.8,61.4,0.3331524688008681497558328811720022
184.4,12.15,122.8,61.4,0.3329718004338394793926247288503254
184.5,12.15,122.8,61.4,0.3327913279132791327913279132791328
184.6,12.15,122.8,61.4,0.3326110509209100758396533044420368
184.7,12.15,122.8,61.4,0.3324309691391445587439090416892258
184.8,12.15,122.8,61.4,0.3322510822510822510822510822510823
184.9,12.15,122.8,61.4,0.3320713899405083829096809085992428
185.0,12.15,122.8,61.4,0.3318918918918918918918918918918919
185.1,12.15,122.8,61.4,0.3317125877903835764451647757968666
185.2,12.15,122.8,61.4,0.3315334773218142548596112311015119
185.3,12.15,122.8,61.4,0.3313545601726929303831624392876417
185.4,12.15,122.8,61.4,0.3311758360302049622437971952535059
185.5,12.15,122.8,61.4,0.3309973045822102425876010781671159
185.6,12.15,122.8,61.4,0.3308189655172413793103448275862069
185.7,12.15,122.8,61.4,0.3306408185245018847603661820140011
185.8,12.15,122.8,61.4,0.3304628632938643702906350914962325
185.9,12.15,122.8,61.4,0.3302850995158687466379774072081764
186.0,12.15,122.8,61.4,0.3301075268817204301075268817204301
186.1,12.15,122.8,61.4,0.3299301450832885545405695862439549
186.2,12.15,122.8,61.4,0.3297529538131041890440386680988185
186.3,12.15,122.8,61.4,0.3295759527643585614600107353730542
186.4,12.15,122.8,61.4,0.3293991416309012875536480686695279
186.5,12.15,122.8,61.4,0.3292225201072386058981233243967828
186.6,12.15,122.8,61.4,0.3290460878885316184351554126473741
186.7,12.15,122.8,61.4,0.3288698446705945366898768077129084
186.8,12.15,122.8,61.4,0.3286937901498929336188436830835118
186.9,12.15,122.8,61.4,0.3285179240235420010700909577314072
187.0,12.15,122.8,61.4,0.3283422459893048128342245989304813
187.1,12.15,122.8,61.4,0.3281667557455905932656333511491181
187.2,12.15,122.8,61.4,0.3279914529914529914529914529914530
187.3,12.15,122.8,61.4,0.3278163374265883609183128670581954
187.4,12.15,122.8,61.4,0.3276414087513340448239060832443970
187.5,12.15,122.8,61.4,0.3274666666666666666666666666666667
187.6,12.15,122.8,61.4,0.3272921108742004264392324093816631
187.7,12.15,122.8,61.4,0.3271177410761854022376132125732552
187.8,12.15,122.8,61.4,0.3269435569755058572949946751863685
187.9,12.15,122.8,61.4,0.3267695582756785524215007982969665
188.0,12.15,122.8,61.4,0.3265957446808510638297872340425532
188.1,12.15,122.8,61.4,0.3264221158958001063264221158958001
188.2,12.15,122.8,61.4,0.3262486716259298618490967056323061
188.3,12.15,122.8,61.4,0.3260754115772703133297928836962294
188.4,12.15,122.8,61.4,0.3259023354564755838641188959660297
188.5,12.15,122.8,61.4,0.3257294429708222811671087533156499
188.6,12.15,122.8,61.4,0.3255567338282078472958642629904560
188.7,12.15,122.8,61.4,0.3253842077371489136195018547959724
188.8,12.15,122.8,61.4,0.3252118644067796610169491525423729
188.9,12.15,122.8,61.4,0.3250397035468501852832186341979884
189.0,12.15,122.8,61.4,0.3248677248677248677248677248677249
189.1,12.15,122.8,61.4,0.3246959280803807509254362771020624
189.2,12.15,122.8,61.4,0.3245243128964059196617336152219873
189.3,12.15,122.8,61.4,0.3243528790279978869519281563655573
189.4,12.15,122.8,61.4,0.3241816261879619852164730728616684
189.5,12.15,122.8,61.4,0.3240105540897097625329815303430079
189.6,12.15,122.8,61.4,0.3238396624472573839662447257383966
189.7,12.15,122.8,61.4,0.3236689509752240379546652609383237
189.8,12.15,122.8,61.4,0.3234984193888303477344573234984194
189.9,12.15,122.8,61.4,0.3233280674038967877830437072143233
190.0,12.15,122.8,61.4,0.3231578947368421052631578947368421
190.1,12.15,122.8,61.4,0.3229879011046817464492372435560231
190.2,12.15,122.8,61.4,0.3228180862250262881177707676130389
190.3,12.15,122.8,61.4,0.3226484498160798738833420914345770
190.4,12.15,122.8,61.4,0.3224789915966386554621848739495798
190.5,12.15,122.8,61.4,0.3223097112860892388451443569553806
190.6,12.15,122.8,61.4,0.3221406086044071353620146904512067
190.7,12.15,122.8,61.4,0.3219716832721552176192973256423702
190.8,12.15,122.8,61.4,0.3218029350104821802935010482180294
190.9,12.15,122.8,61.4,0.3216343635411210057621791513881613
191.0,12.15,122.8,61.4,0.3214659685863874345549738219895288
191.1,12.15,122.8,61.4,0.3212977498691784406070120355834642
191.2,12.15,122.9,61.45,0.3213912133891213389121338912133891
191.3,12.15,123.1,61.55,0.3217459487715629900679560899111343
191.4,12.15,123.3,61.65,0.3221003134796238244514106583072100
191.5,12.15,123.5,61.75,0.3224543080939947780678851174934726
191.6,12.15,123.7,61.85,0.3228079331941544885177453027139875
191.7,12.15,123.9,61.95,0.3231611893583724569640062597809077
191.8,12.15,124.1,62.05,0.3235140771637122002085505735140772
191.9,12.15,124.3,62.15,0.3238665971860343929129755080771235
192.0,12.15,124.5,62.25,0.32421875
192.1,12.15,124.7,62.35,0.3245705361790733992712129099427382
192.2,12.15,124.9,62.45,0.3249219562955254942767950052029136
192.3,12.15,125.1,62.55,0.3252730109204368174726989079563183
192.4,12.15,125.3,62.65,0.3256237006237006237006237006237006
192.5,12.15,125.5,62.75,0.3259740259740259740259740259740260
192.6,12.15,125.7,62.85,0.3263239875389408099688473520249221
192.7,12.15,125.9,62.95,0.3266735858847950181629475869226777
192.8,12.15,126.1,63.05,0.3270228215767634854771784232365145
192.9,12.15,126.3,63.15,0.3273716951788491446345256609642302
193.0,12.15,126.5,63.25,0.3277202072538860103626943005181347
193.1,12.15,126.7,63.35,0.3280683583635422061108234075608493
193.2,12.15,126.9,63.45,0.3284161490683229813664596273291925
193.3,12.15,127.1,63.55,0.3287635799275737196068287635799276
193.4,12.15,127.3,63.65,0.3291106514994829369183040330920372
193.5,12.15,127.5,63.75,0.3294573643410852713178294573643411
193.6,12.15,127.7,63.85,0.3298037190082644628099173553719008
193.7,12.15,127.9,63.95,0.3301497160557563242127000516262261
193.8,12.15,128.1,64.05,0.3304953560371517027863777089783282
193.9,12.15,128.3,64.15,0.3308406395048994326972666322846828
194.0,12.15,128.5,64.25,0.3311855670103092783505154639175258
194.1,12.15,128.7,64.35,0.3315301391035548686244204018547141
194.2,12.15,128.9,64.45,0.3318743563336766220391349124613800
194.3,12.15,129.1,64.55,0.3322182192485846628924343798250129
194.4,12.15,129.3,64.65,0.3325617283950617283950617283950617
194.5,12.15,129.5,64.75,0.3329048843187660668380462724935733
194.6,12.15,129.7,64.85,0.3332476875642343268242548818088386
194.7,12.15,129.9,64.95,0.3335901386748844375963020030816641
194.8,12.15,130.1,65.05,0.3339322381930184804928131416837782
194.9,12.15,130.3,65.15,0.3342739866598255515649050795279631
195.0,12.15,130.5,65.25,0.3346153846153846153846153846153846
195.1,12.15,130.7,65.35,0.3349564325986673500768836494105587
195.2,12.15,130.9,65.45,0.3352971311475409836065573770491803
195.3,12.15,131.1,65.55,0.3356374807987711213517665130568356
195.4,12.15,131.3,65.65,0.3359774820880245649948822927328557
195.5,12.15,131.5,65.75,0.3363171355498721227621483375959079
195.6,12.15,131.7,65.85,0.3366564417177914110429447852760736
195.7,12.15,131.9,65.95,0.3369954011241696474195196729688298
195.8,12.15,132.1,66.05,0.3373340143003064351378958120531154
195.9,12.15,132.3,66.15,0.3376722817764165390505359877488515
196.0,12.15,132.5,66.25,0.3380102040816326530612244897959184
196.1,12.15,132.7,66.35,0.3383477817440081591024987251402346
196.2,12.15,132.9,66.45,0.3386850152905198776758409785932722
196.3,12.15,133.1,66.55,0.3390219052470708099847172694854814
196.4,12.15,133.3,66.65,0.3393584521384928716904276985743381
196.5,12.15,133.5,66.75,0.3396946564885496183206106870229008
196.6,12.15,133.7,66.85,0.3400305188199389623601220752797558
196.7,12.15,133.9,66.95,0.3403660396542958820538891713268937
196.8,12.15,134.1,67.05,0.3407012195121951219512195121951220
196.9,12.15,134.3,67.15,0.3410360589131538852209243270695785
197.0,12.15,134.5,67.25,0.3413705583756345177664974619289340
197.1,12.15,134.7,67.35,0.3417047184170471841704718417047184
197.2,12.15,134.9,67.45,0.3420385395537525354969574036511156
197.3,12.15,135.1,67.55,0.3423720223010643689812468322351749
197.4,12.15,135.3,67.65,0.3427051671732522796352583586626140
197.5,12.15,135.5,67.75,0.3430379746835443037974683544303797
197.6,12.15,135.7,67.85,0.3433704453441295546558704453441296
197.7,12.15,135.9,67.95,0.3437025796661608497723823975720789
197.8,12.15,136.1,68.05,0.3440343781597573306370070778564206
197.9,12.15,136.3,68.15,0.3443658413340070742799393633148055
198.0,12.15,136.5,68.25,0.3446969696969696969696969696969697
198.1,12.15,136.7,68.35,0.3450277637556789500252397778899546
198.2,12.15,136.9,68.45,0.3453582240161453077699293642785066
198.3,12.15,137.1,68.55,0.3456883509833585476550680786686838
198.4,12.15,137.3,68.65,0.3460181451612903225806451612903226
198.5,12.15,137.5,68.75,0.3463476070528967254408060453400504
198.6,12.15,137.7,68.85,0.3466767371601208459214501510574018
198.7,12.15,137.9,68.95,0.3470055359838953195772521389028686
198.8,12.15,138.1,69.05,0.3473340040241448692152917505030181
198.9,12.15,138.3,69.15,0.3476621417797888386123680241327300
199.0,12.15,138.5,69.25,0.3479899497487437185929648241206030
199.1,12.15,138.7,69.35,0.3483174284279256654947262682069312
199.2,12.15,138.9,69.45,0.3486445783132530120481927710843373
199.3,12.15,139.1,69.55,0.3489713998996487706974410436527847
199.4,12.15,139.3,69.65,0.3492978936810431293881644934804413
199.5,12.15,139.5,69.75,0.3496240601503759398496240601503759
199.6,12.15,139.7,69.85,0.3499498997995991983967935871743487
199.7,12.15,139.9,69.95,0.3502754131196795192789183775663495
199.8,12.15,140.1,70.05,0.3506006006006006006006006006006006
199.9,12.15,140.3,70.15,0.3509254627313656828414207103551776
200.0,12.15,140.5,70.25,0.35125
200.1,12.15,140.7,70.35,0.3515742128935532233883058470764618
200.2,12.15,140.9,70.45,0.3518981018981018981018981018981019
200.3,12.15,141.1,70.55,0.3522216674987518721917124313529705
200.4,12.15,141.3,70.65,0.3525449101796407185628742514970060
200.5,12.15,141.5,70.75,0.3528678304239401496259351620947631
200.6,12.15,141.7,70.85,0.3531904287138584247258225324027916
200.7,12.15,141.9,70.95,0.3535127055306427503736920777279522
200.8,12.15,142.1,71.05,0.3538346613545816733067729083665339
200.9,12.15,142.3,71.15,0.3541562966650074664011946241911399
201.0,12.15,142.5,71.25,0.3544776119402985074626865671641791
201.1,12.15,142.7,71.35,0.3547986076578816509199403281949279
201.2,12.15,142.9,71.45,0.3551192842942345924453280318091451
201.3,12.15,143.1,71.55,0.3554396423248882265275707898658718
201.4,12.15,143.3,71.65,0.3557596822244289970208540218470705
201.5,12.15,143.5,71.75,0.3560794044665012406947890818858561
201.6,12.15,143.7,71.85,0.3563988095238095238095238095238095
201.7,12.15,143.9,71.95,0.3567178978681209717402082300446207
201.8,12.15,144.1,72.05,0.3570366699702675916749256689791873
201.9,12.15,144.3,72.15,0.3573551263001485884101040118870728
202.0,12.15,144.5,72.25,0.3576732673267326732673267326732673
202.1,12.15,144.7,72.35,0.3579910935180603661553686293913904
202.2,12.15,144.9,72.45,0.3583086053412462908011869436201780
202.3,12.15,145.1,72.55,0.3586258032624814631735046959960455
202.4,12.15,145.3,72.65,0.3589426877470355731225296442687747
202.5,12.15,145.5,72.75,0.3592592592592592592592592592592593
202.6,12.15,145.7,72.85,0.3595755182625863770977295162882527
202.7,12.20,145.8,72.9,0.3596447952639368524913665515540207
202.8,12.30,145.8,72.9,0.3594674556213017751479289940828402
202.9,12.40,145.8,72.9,0.3592902907836372597338590438639724
203.0,12.45,145.8,72.9,0.3591133004926108374384236453201970
203.1,12.45,145.8,72.9,0.3589364844903988183161004431314623
203.2,12.45,145.8,72.9,0.3587598425196850393700787401574803
203.3,12.45,145.8,72.9,0.3585833743236596163305459911460895
203.4,12.45,145.8,72.9,0.3584070796460176991150442477876106
203.5,12.45,145.8,72.9,0.3582309582309582309582309582309582
203.6,12.45,145.8,72.9,0.3580550098231827111984282907662083
203.7,12.45,145.8,72.9,0.3578792341678939617083946980854197
203.8,12.45,145.8,72.9,0.3577036310107948969578017664376840
203.9,12.45,145.8,72.9,0.3575282000980872976949485041687102
204.0,12.45,145.8,72.9,0.3573529411764705882352941176470588
204.1,12.45,145.8,72.9,0.3571778539931406173444390004899559
204.2,12.45,145.8,72.9,0.3570029382957884427032321253672870
204.3,12.45,145.8,72.9,0.3568281938325991189427312775330396
204.4,12.45,145.8,72.9,0.3566536203522504892367906066536204
204.5,12.45,145.8,72.9,0.3564792176039119804400977995110024
204.6,12.45,145.8,72.9,0.3563049853372434017595307917888563
204.7,12.45,145.8,72.9,0.3561309233023937469467513434294089
204.8,12.45,145.8,72.9,0.35595703125
204.9,12.45,145.8,72.9,0.3557833089311859443631039531478770
205.0,12.45,145.8,72.9,0.3556097560975609756097560975609756
205.1,12.45,145.8,72.9,0.3554363725012189176011701608971234
205.2,12.45,145.8,72.9,0.3552631578947368421052631578947368
205.3,12.45,145.8,72.9,0.3550901120311738918655625913297613
205.4,12.45,145.8,72.9,0.3549172346640701071080817916260954
205.5,12.45,145.8,72.9,0.3547445255474452554744525547445255
205.6,12.45,145.8,72.9,0.3545719844357976653696498054474708
205.7,12.45,145.8,72.9,0.3543996110841030627126883811375790
205.8,12.45,145.8,72.9,0.3542274052478134110787172011661808
205.9,12.45,145.8,72.9,0.3540553666828557552209810587663915
206.0,12.45,145.8,72.9,0.3538834951456310679611650485436893
206.1,12.45,145.8,72.9,0.3537117903930131004366812227074236
206.2,12.45,145.8,72.9,0.3535402521823472356935014548981571
206.3,12.45,145.8,72.9,0.3533688802714493456131846825012118
206.4,12.45,145.8,72.9,0.3531976744186046511627906976744186
206.5,12.45,145.8,72.9,0.3530266343825665859564164648910412
206.6,12.45,145.8,72.9,0.3528557599225556631171345595353340
206.7,12.45,145.8,72.9,0.3526850507982583454281567489114659
206.8,12.45,145.8,72.9,0.3525145067698259187620889748549323
206.9,12.45,145.8,72.9,0.3523441275978733687771870468825520
207.0,12.45,145.8,72.9,0.3521739130434782608695652173913043
207.1,12.45,145.8,72.9,0.3520038628681796233703524867213906
207.2,12.45,145.8,72.9,0.3518339768339768339768339768339768
207.3,12.45,145.8,72.9,0.3516642547033285094066570188133140
207.4,12.45,145.8,72.9,0.3514946962391513982642237222757956
207.5,12.45,145.8,72.9,0.3513253012048192771084337349397590
207.6,12.45,145.8,72.9,0.3511560693641618497109826589595376
207.7,12.45,145.8,72.9,0.3509870004814636494944631680308137
207.8,12.45,145.8,72.9,0.3508180943214629451395572666025024
207.9,12.45,145.8,72.9,0.3506493506493506493506493506493506
208.0,12.45,145.8,72.9,0.3504807692307692307692307692307692
208.1,12.45,145.8,72.9,0.3503123498318116290245074483421432
208.2,12.45,145.8,72.9,0.3501440922190201729106628242074928
208.3,12.45,145.8,72.9,0.3499759961593855016802688430148824
208.4,12.45,145.8,72.9,0.3498080614203454894433781190019194
208.5,12.45,145.8,72.9,0.3496402877697841726618705035971223
208.6,12.45,145.8,72.9,0.3494726749760306807286673058485139
208.7,12.45,145.8,72.9,0.3493052228078581696214662194537614
208.8,12.45,145.8,72.9,0.3491379310344827586206896551724138
208.9,12.45,145.8,72.9,0.3489707994255624700813786500718047
209.0,12.45,145.8,72.9,0.3488038277511961722488038277511962
209.1,12.45,145.8,72.9,0.3486370157819225251076040172166428
209.2,12.45,145.8,72.9,0.3484703632887189292543021032504780
209.3,12.45,145.8,72.9,0.3483038700430004777830864787386527
209.4,12.45,145.8,72.9,0.3481375358166189111747851002865330
209.5,12.45,145.8,72.9,0.3479713603818615751789976133651551
209.6,12.45,145.8,72.9,0.3478053435114503816793893129770992
209.7,12.45,145.8,72.9,0.3476394849785407725321888412017167
209.8,12.45,145.8,72.9,0.3474737845567206863679694947569113
209.9,12.45,145.8,72.9,0.3473082420200095283468318246784183
210.0,12.45,145.8,72.9,0.3471428571428571428571428571428571
210.1,12.45,145.8,72.9,0.3469776297001427891480247501189910
210.2,12.45,145.8,72.9,0.3468125594671741198858230256898192
210.3,12.45,145.8,72.9,0.3466476462196861626248216833095578
210.4,12.45,145.8,72.9,0.3464828897338403041825095057034221
210.5,12.45,145.8,72.9,0.3463182897862232779097387173396675
210.6,12.45,145.8,72.9,0.3461538461538461538461538461538462
210.7,12.45,145.8,72.9,0.3459895586141433317513051732320835
210.8,12.45,145.8,72.9,0.3458254269449715370018975332068311
210.9,12.45,145.8,72.9,0.3456614509246088193456614509246088
211.0,12.45,145.8,72.9,0.3454976303317535545023696682464455
211.1,12.45,145.8,72.9,0.3453339649455234486025580293699668
211.2,12.45,145.8,72.9,0.3451704545454545454545454545454545
211.3,12.45,145.8,72.9,0.3450070989115002366303833412210128
211.4,12.45,145.8,72.9,0.3448438978240302743614001892147588
211.5,12.45,145.8,72.9,0.3446808510638297872340425531914894
211.6,12.45,145.8,72.9,0.3445179584120982986767485822306238
211.7,12.45,145.8,72.9,0.3443552196504487482286254133207369
211.8,12.45,145.8,72.9,0.3441926345609065155807365439093484
211.9,12.45,145.8,72.9,0.3440302029259084473808400188768287
212.0,12.45,145.8,72.9,0.3438679245283018867924528301886792
212.1,12.45,145.8,72.9,0.3437057991513437057991513437057992
212.2,12.45,145.8,72.9,0.3435438265786993402450518378887842
212.3,12.45,145.8,72.9,0.3433820065944418276024493641073952
212.4,12.45,145.8,72.9,0.3432203389830508474576271186440678
212.5,12.45,145.8,72.9,0.3430588235294117647058823529411765
212.6,12.45,145.8,72.9,0.3428974600188146754468485418626529
212.7,12.45,145.8,72.9,0.3427362482369534555712270803949224
212.8,12.45,145.8,72.9,0.3425751879699248120300751879699248
212.9,12.45,145.8,72.9,0.3424142790042273367778299671207140
213.0,12.45,145.8,72.9,0.3422535211267605633802816901408451
213.1,12.45,145.8,72.9,0.3420929141248240262787423744720788
213.2,12.45,145.8,72.9,0.3419324577861163227016885553470919
213.3,12.45,145.8,72.9,0.3417721518987341772151898734177215
213.4,12.45,145.8,72.9,0.3416119962511715089034676663542643
213.5,12.45,145.8,72.9,0.3414519906323185011709601873536300
213.6,12.45,145.8,72.9,0.3412921348314606741573033707865169
213.7,12.45,145.8,72.9,0.3411324286382779597566682264857277
213.8,12.45,145.8,72.9,0.3409728718428437792329279700654818
213.9,12.45,145.8,72.9,0.3408134642356241234221598877980365
214.0,12.45,145.8,72.9,0.3406542056074766355140186915887850
214.1,12.45,145.8,72.9,0.3404950957496496964035497431106959
214.2,12.45,145.8,72.9,0.3403361344537815126050420168067227
214.3,12.45,145.8,72.9,0.3401773215118992067195520298646757
214.4,12.45,145.8,72.9,0.3400186567164179104477611940298507
214.5,12.45,145.8,72.9,0.3398601398601398601398601398601399
214.6,12.45,145.8,72.9,0.3397017707362534948741845293569432
214.7,12.45,145.8,72.9,0.3395435491383325570563577084303680
214.8,12.45,145.8,72.9,0.3393854748603351955307262569832402
214.9,12.45,145.8,72.9,0.3392275476966030711959050721265705
215.0,12.45,145.8,72.9,0.3390697674418604651162790697674419
215.1,12.45,145.8,72.9,0.3389121338912133891213389121338912
215.2,12.45,145.8,72.9,0.3387546468401486988847583643122677
215.3,12.45,145.8,72.9,0.3385973060845332094751509521597771
215.4,12.45,145.8,72.9,0.3384401114206128133704735376044568
215.5,12.45,145.8,72.9,0.3382830626450116009280742459396752
215.6,12.45,145.8,72.9,0.3381261595547309833024118738404453
215.7,12.45,145.8,72.9,0.3379694019471488178025034770514604
215.8,12.45,145.8,72.9,0.3378127896200185356811862835959222
215.9,12.45,145.8,72.9,0.3376563223714682723483094025011579
216.0,12.45,145.8,72.9,0.3375
216.1,12.45,145.8,72.9,0.3373438223044886626561776955113373
216.2,12.45,145.8,72.9,0.3371877890841813135985198889916744
216.3,12.45,145.8,72.9,0.3370319001386962552011095700416089
216.4,12.45,145.8,72.9,0.3368761552680221811460258780036969
216.5,12.45,145.8,72.9,0.3367205542725173210161662817551963
216.6,12.45,145.8,72.9,0.3365650969529085872576177285318560
216.7,12.45,145.8,72.9,0.3364097831102907245039224734656207
216.8,12.45,145.8,72.9,0.3362546125461254612546125461254613
216.9,12.45,145.8,72.9,0.3360995850622406639004149377593361
217.0,12.45,145.8,72.9,0.3359447004608294930875576036866359
217.1,12.45,145.8,72.9,0.3357899585444495624136342699216951
217.2,12.45,145.8,72.9,0.3356353591160220994475138121546961
217.3,12.45,145.8,72.9,0.3354809019788311090658076392084676
217.4,12.45,145.8,72.9,0.3353265869365225390984360625574977
217.5,12.45,145.8,72.9,0.3351724137931034482758620689655172
217.6,12.45,145.8,72.9,0.3350183823529411764705882352941176
217.7,12.45,145.8,72.9,0.3348644924207625172255397335783188
217.8,12.45,145.8,72.9,0.3347107438016528925619834710743802
217.9,12.45,145.8,72.9,0.3345571363010555300596603946764571
218.0,12.45,145.8,72.9,0.3344036697247706422018348623853211
218.1,12.45,145.8,72.9,0.3342503438789546079779917469050894
218.2,12.45,145.8,72.9,0.3340971585701191567369385884509624
218.3,12.45,145.8,72.9,0.3339441136051305542830966559780119
218.4,12.45,145.8,72.9,0.3337912087912087912087912087912088
218.5,12.45,145.8,72.9,0.3336384439359267734553775743707094
218.6,12.45,145.8,72.9,0.3334858188472095150960658737419945
218.7,12.45,145.8,72.9,0.3333333333333333333333333333333333
218.8,12.45,145.8,72.9,0.3331809872029250457038391224862888
218.9,12.45,145.8,72.9,0.3330287802649611694837825491091823
219.0,12.45,145.8,72.9,0.3328767123287671232876712328767123
219.1,12.45,145.8,72.9,0.3327247832040164308534915563669557
219.2,12.45,145.8,72.9,0.3325729927007299270072992700729927
219.3,12.45,145.8,72.9,0.3324213406292749658002735978112175
219.4,12.45,145.8,72.9,0.3322698268003646308113035551504102
219.5,12.45,145.8,72.9,0.3321184510250569476082004555808656
219.6,12.45,145.8,72.9,0.3319672131147540983606557377049180
219.7,12.45,145.8,72.9,0.3318161128812016385980883022303141
219.8,12.45,145.8,72.9,0.3316651501364877161055505004549591
219.9,12.45,145.8,72.9,0.3315143246930422919508867667121419
220.0,12.45,145.8,72.9,0.3313636363636363636363636363636364
220.1,12.45,145.8,72.9,0.3312130849613811903680145388459791
220.2,12.45,145.8,72.9,0.3310626702997275204359673024523161
220.3,12.45,145.8,72.9,0.3309123921924648206990467544257830
220.4,12.45,145.8,72.9,0.3307622504537205081669691470054446
220.5,12.45,145.8,72.9,0.3306122448979591836734693877551020
220.6,12.45,145.8,72.9,0.3304623753399818676337262012692656
220.7,12.45,145.8,72.9,0.3303126415949252378794743996375170
220.8,12.45,145.8,72.9,0.3301630434782608695652173913043478
220.9,12.45,145.8,72.9,0.3300135808057944771389769126301494
221.0,12.45,145.8,72.9,0.3298642533936651583710407239819005
221.1,12.45,145.8,72.9,0.3297150610583446404341926729986431
221.2,12.45,145.8,72.9,0.3295660036166365280289330922242315
221.3,12.45,145.8,72.9,0.3294170808856755535472209670131044
221.4,12.45,145.8,72.9,0.3292682926829268292682926829268293
221.5,12.45,145.8,72.9,0.3291196388261851015801354401805869
221.6,12.45,145.8,72.9,0.3289711191335740072202166064981949
221.7,12.45,145.8,72.9,0.3288227334235453315290933694181326
221.8,12.45,145.8,72.9,0.3286744815148782687105500450856628
221.9,12.45,145.8,72.9,0.3285263632266786840919333032897702
222.0,12.45,145.8,72.9,0.3283783783783783783783783783783784
222.1,12.45,145.8,72.9,0.3282305267897343538946420531292211
222.2,12.45,145.8,72.9,0.3280828082808280828082808280828083
222.3,12.45,145.8,72.9,0.3279352226720647773279352226720648
222.4,12.45,145.8,72.9,0.3277877697841726618705035971223022
222.5,12.45,145.8,72.9,0.3276404494382022471910112359550562
222.6,12.45,145.8,72.9,0.3274932614555256064690026954177898
222.7,12.45,145.8,72.9,0.3273462056578356533453075886843287
222.8,12.45,145.8,72.9,0.3271992818671454219030520646319569
222.9,12.45,145.8,72.9,0.3270524899057873485868102288021534
223.0,12.45,145.8,72.9,0.3269058295964125560538116591928251
223.1,12.45,145.8,72.9,0.3267593007619901389511429852084267
223.2,12.45,145.8,72.9,0.3266129032258064516129032258064516
223.3,12.45,145.8,72.9,0.3264666368114643976712942230183609
223.4,12.45,145.8,72.9,0.3263205013428827215756490599820949
223.5,12.45,145.8,72.9,0.3261744966442953020134228187919463
223.6,12.45,145.8,72.9,0.3260286225402504472271914132379249
223.7,12.45,145.8,72.9,0.3258828788556101922217255252570407
223.8,12.45,145.8,72.9,0.3257372654155495978552278820375335
223.9,12.45,145.8,72.9,0.3255917820455560518088432335864225
224.0,12.45,145.8,72.9,0.3254464285714285714285714285714286
224.1,12.45,145.8,72.9,0.3253012048192771084337349397590361
224.2,12.45,145.8,72.9,0.3251561106155218554861730597680642
224.3,12.45,145.9,72.95,0.3252340615247436469014712438698172
224.4,12.45,146.1,73.05,0.3255347593582887700534759358288770
224.5,12.45,146.3,73.15,0.3258351893095768374164810690423163
224.6,12.45,146.5,73.25,0.3261353517364203027604630454140695
224.7,12.45,146.7,73.35,0.3264352469959946595460614152202937
224.8,12.45,146.9,73.45,0.3267348754448398576512455516014235
224.9,12.45,147.1,73.55,0.3270342374388617163183637172076478
225.0,12.45,147.3,73.65,0.3273333333333333333333333333333333
225.1,12.45,147.5,73.75,0.3276321634828964904486894713460684
225.2,12.45,147.7,73.85,0.3279307282415630550621669626998224
225.3,12.45,147.9,73.95,0.3282290279627163781624500665778961
225.4,12.45,148.1,74.05,0.3285270629991126885536823425022183
225.5,12.45,148.3,74.15,0.3288248337028824833702882483370288
225.6,12.45,148.5,74.25,0.3291223404255319148936170212765957
225.7,12.45,148.7,74.35,0.3294195835179441736818785999113868
225.8,12.45,148.9,74.45,0.3297165633303808680248007085916740
